// RANK = 0
0;(7,6);y
0;(8,6);n
0;(6,9);n
0;(6,9);n
0;(8,6);n
0;(8,9);n
0;(8,4);n
0;(8,6);n
0;(6,5);n
0;(8,7);n
0;(8,4);n
0;(9,4);n
0;(6,8);n
0;(6,5);n
0;(6,4);n
0;(9,4);n
0;(9,5);n
0;(9,8);n
0;(6,5);n
0;(9,4);n
0;(7,4);n
0;(6,4);n
0;(6,8);n
0;(6,7);n
0;(8,4);n
0;(9,6);n
0;(9,8);n
0;(7,4);n
0;(9,4);n
0;(9,5);n
0;(6,8);n
0;(9,5);n
0;(8,4);n
0;(5,7);n
0;(9,7);n
0;(9,4);n
0;(8,6);n
0;(9,9);n
0;(6,6);n
1;(2,7);y
1;(3,5);n
1;(2,5);n
1;(4,5);n
1;(0,7);n
1;(3,5);n
1;(2,9);n
1;(3,7);n
1;(4,8);n
1;(1,7);n
1;(1,9);n
1;(1,5);n
1;(1,6);n
1;(3,5);n
1;(4,6);n
1;(1,5);n
1;(4,5);n
1;(3,6);n
1;(3,9);n
1;(3,6);n
1;(5,8);n
1;(0,7);n
1;(4,8);n
1;(4,9);n
1;(0,8);n
1;(3,8);n
1;(4,6);n
1;(0,8);n
1;(4,5);n
1;(5,9);n
1;(2,8);n
1;(0,8);n
1;(0,8);n
1;(3,7);n
1;(5,9);n
2;(6,1);y
2;(5,3);n
2;(8,2);n
2;(5,1);n
2;(7,0);n
2;(5,4);n
2;(8,3);n
2;(5,1);n
2;(5,0);n
2;(6,2);n
2;(6,2);n
2;(5,0);n
2;(9,0);n
2;(9,3);n
2;(9,3);n
2;(6,3);n
2;(8,0);n
2;(9,1);n
2;(6,1);n
2;(9,1);n
2;(5,3);n
2;(7,0);n
3;(1,3);y
3;(0,5);n
3;(2,2);n
3;(0,5);n
3;(3,4);n
3;(2,4);n
3;(0,3);n
3;(0,4);n
3;(2,3);n
3;(2,2);n
3;(2,2);n
3;(1,4);n
3;(1,4);n
3;(4,4);n
3;(2,2);n
3;(1,3);n
3;(4,4);n
4;(2,0);y
4;(2,1);n
4;(2,0);n
4;(3,0);n
4;(1,0);n
4;(2,1);n
4;(2,1);n
4;(3,0);n
4;(2,1);n
4;(4,1);n
4;(4,0);n
4;(4,1);n
5;(0,1);y
5;(0,1);n
5;(0,2);n
6;(0,0);y
6;(0,0);n
6;(0,0);n
6;(0,0);n
7;(0,0);y
8;(0,0);y
9;(0,0);y
10;(0,0);y
11;(0,0);y
12;(0,0);y
13;(0,0);y
14;(0,0);y
15;(0,0);y
16;(0,0);y
17;(0,0);y
18;(0,0);y
19;(0,0);y
20;(0,0);y
21;(0,0);y
